,gs_equipment_location,gs_facility_id,gs_rated_kva,x,y
5654,E72805003081061,24340,10.0,1445847.9357927255,867016.1540305391
5655,E72805003081066,24341,10.0,1446100.8312419727,866988.2776897252
5656,E72805003081065,24338,25.0,1446364.953546062,867061.9752636626
5657,E72805000045695,16263,10.0,1446436.0502654351,867089.1185450852
5658,E72805003081067,24339,15.0,1446937.201801736,867756.634396337
5659,E72805003105034,24337,10.0,1445487.5015344694,868870.3323711976
5660,E72805003095992,18526,10.0,1446523.304417219,868748.8152241483
5661,E72805003081079,18741,10.0,1447375.852493208,868683.7135247514
5662,E72805003081081,19566,25.0,1447310.1281954274,868526.5877665579
5663,E72805003081082,20613,10.0,1447015.4081930444,868369.9841876552
5664,E72805003081086,24329,99.0,1447767.627551064,869237.7357146591
5665,E72805003081088,24330,10.0,1448102.4850657806,869265.320840098
5666,E72805003081100,18682,10.0,1450432.7905042246,868956.4618291184
5667,E72805003081102,24332,10.0,1450474.37405153,869127.9173921868
5668,E72805003081128,24333,10.0,1450469.1522585824,869565.4032221586
5669,E72805003081106,32665,10.0,1450638.3684758358,869492.067156963
5670,E72805003081109,22624,15.0,1450713.291162733,869680.1420802921
5671,E72805003081111,32658,10.0,1450745.5759018287,869899.6381384879
5672,E72805003081120,32682,15.0,1450616.3566101752,870832.7323707044
5673,E72805003081122,32916,10.0,1450524.2321322784,871059.4586037546
5674,E72805003081137,20503,10.0,1447175.2653506286,869916.8901390359
5675,E72805003098658,24323,99.0,1446649.40067501,870088.3758278415
5676,E72805003104880,24325,10.0,1446142.5453341007,869588.7004522383
5677,E72805003100654,24327,10.0,1446054.578206744,869421.7135389
5678,E72805003081141,24324,15.0,1445503.4380448721,870356.5450214595
5679,E72805003081287,24380,10.0,1443376.0720663108,860916.8645097017
5680,E72805003081289,31807,25.0,1443379.5967765525,860334.8203712925
5681,E72805003081298,29625,10.0,1443236.3062591925,859121.5060264096
5712,E72805003081306,16240,15.0,1443019.9934863076,857173.8475500718
5713,E72805003081304,24385,10.0,1443129.8519764133,857350.1131878048
5714,E72805003081302,24386,15.0,1443337.064896416,857601.4778734744
5715,E72805000054653,19572,10.0,1441696.2388481908,856710.5339288265
5716,E72805003081312,24387,10.0,1438917.200641118,858190.4245694354
5717,E72805003097992,24388,10.0,1438157.038132675,858201.4763184711
5718,E72805003081372,20496,10.0,1438094.5272459388,857881.0189020038
5719,E72805003081365,24392,10.0,1437678.2800545953,858702.7081900537
5720,E72805003081325,24389,10.0,1437883.72748138,858318.9164502621
5721,E72805003081362,16804,15.0,1437598.7180055007,858299.4953972548
5722,E72805003081359,24394,10.0,1437512.769301951,858143.062530823
5723,E72805003081356,20509,15.0,1437419.0280766226,857941.9331251234
5724,E72805003081319,20440,10.0,1438052.491812706,856904.3327405751
5725,E72805003081317,24403,10.0,1437694.71866047,857584.1499309838
5726,E72805003081314,18277,15.0,1437602.7448112145,857086.4327277392
5727,E72805003081324,20141,10.0,1437288.3928757273,857561.334712565
5728,E72805003081326,31292,15.0,1437188.9679296128,857189.8041442931
5729,E72805003081329,24406,25.0,1437034.111642968,856798.0190445259
5730,E72805003081321,24410,15.0,1438454.8912108243,856194.068480514
5731,E72805003081310,19537,10.0,1438595.4679021388,856132.4914913625
5732,E101E 33,24401,25.0,1436948.5947415307,856623.9469364062
5733,E72805003081333,21044,10.0,1436888.785128452,856443.3488423377
5734,E72805003081367,17459,15.0,1437959.5238144062,859992.3102939054
5735,E72805003081368,24395,15.0,1437976.2034261115,860577.6431576759
5736,E72805003081311,24400,10.0,1441698.9602056704,855749.5633557886
5737,E72805003081377,20777,10.0,1441333.9380500056,855504.6110569686
5738,E72805003081379,20776,10.0,1441231.6599463485,855183.5649335533
5739,E72805003081375,24393,15.0,1440969.3050183356,855337.1722576991
5740,E72805003081386,20775,10.0,1441039.496082995,854611.2721169069
5741,E72805003081391,35067,15.0,1440528.143849481,854455.1813030094
5742,E72805003081393,24390,10.0,1440175.1406042688,854393.6143557653
5743,E72805003095244,24405,15.0,1440743.8942754306,852502.2508241758
5744,E72805003081406,24399,15.0,1440507.6884797998,851878.7587042376
5745,E72805003081409,24408,10.0,1439985.629687883,851262.0348313153
5746,E72805003081408,24391,15.0,1440115.1100691818,851136.0088668913
5747,E72805003081415,18541,10.0,1439585.128838282,850242.376200974
5748,E72805003081416,20311,15.0,1439222.8663248755,849709.0635665953
5749,E72805003081419,18778,10.0,1438943.5744612254,849280.2539464459
5750,E72805003081418,19758,10.0,1438858.2640465498,849063.5809200555
5751,E72805003081420,24412,99.0,1438835.66033585,848634.4487035647
5752,E72805003081423,24396,10.0,1439139.5787273496,848198.5193695724
6592,E72805003080970,18694,10.0,1440526.5371439606,868726.7129812986
6628,E72805103080012,29473,10.0,1417698.4952053465,860735.9036516473
6825,E72805203078904,26461,99.0,1435858.404876843,907508.1658553854
8794,E72804503093280,22849,25.0,1452228.0328779332,890842.4119845852
9004,E72805200048954,19663,10.0,1435256.6836167388,899642.7197241336
10041,E72805203079009,22350,25.0,1437225.0384685919,899521.2025770769
10700,E72805000049273,19738,10.0,1445806.7137541622,862956.7221506387
10702,E72805003081012,18452,10.0,1443504.354949899,861871.6436178982
10703,E72805003095383,32847,15.0,1447482.1059377976,870481.3057052866
10714,E72805003081246,35291,15.0,1446389.2348832712,871013.3963648081
13125,E72805003095466,19809,10.0,1438034.2657469325,857566.1949967667
13444,E72805003081274,20367,10.0,1441035.9632137008,871251.55029089
13464,E72805203079625,20319,10.0,1435245.9889831059,859077.2613730878
14141,E72805003095923,20374,10.0,1444975.5951130763,877512.5001196861
14749,E72805003081172,20390,10.0,1450638.6898169406,876066.3848141208
14751,E72805003081145,20393,10.0,1447985.0148082636,871742.7000853121
15351,E72805100050614,20395,10.0,1425503.810382422,860990.134674862
15907,E72809600050635,20366,10.0,1452231.2563308887,890645.1085464135
17280,E72805203078662,23371,25.0,1433009.6256081834,902779.330245249
18742,E72805100039564,P02969,15.0,1418300.287386436,867875.2695153579
18965,E72805203079299,26287,10.0,1448327.5041742139,916064.1639783233
19942,E72805000054414,20364,10.0,1442858.3187431023,862214.9765042439
19961,E72805200053534,18144,25.0,1431663.6312785856,878898.7631340623
20013,E72805003081084,P20893,15.0,1447009.533675976,868217.306995377
20014,E72805200053593,17684,10.0,1436003.3799245246,877826.4001692459
20031,E72804503093162,21147,10.0,1462733.6074819267,906011.8309603333
20036,E72805200057098,19517,15.0,1435381.7555997595,861305.4707174823
20037,E72805203079816,19790,15.0,1430355.5790488534,891730.418043077
20060,E72804500058113,21157,10.0,1456651.8756122552,889239.6931001171
20122,E72805100058453,22230,10.0,1421187.2554093674,876989.0555442646
20132,E7280500583366,19761,25.0,1441560.291477166,873212.6348002478
20157,E72805003081003,21202,15.0,1442647.398475632,862339.9882358089
20168,E72805200059220,P02294,15.0,1450588.1087187082,901147.0278953463
20171,E72805203095833,19584,10.0,1449672.2865708545,910490.8539874405
20178,E72805203079439,19774,25.0,1440173.8150722124,888854.646121636
20183,E72805200059449,20652,10.0,1438747.0806520097,872415.7490287051
20227,E72905003081199,22373,15.0,1450367.0963321738,878260.8131749034
20240,E72805203078947,22351,25.0,1432577.1707748808,900295.8053514063
20244,E72805203095979,21077,10.0,1449574.3679111674,912927.0714455545
20246,E72805203709569,20323,10.0,1438002.031217385,868003.143191129
20247,E72805203095243,21097,10.0,1446320.829395648,903236.9701876193
20254,E72805003081364,29069,15.0,1437607.052790396,858513.1169383898
20256,E72805203079608,19202,10.0,1436077.9486341104,861350.2551234439
20263,E72805003081078,22668,10.0,1447326.5969270319,869076.5831507444
20265,E72805203079593,17697,25.0,1436876.232741557,864076.0034271926
20277,E72805203079596,23332,15.0,1436599.0358712785,863422.907758005
20286,E72805203079274,15076,10.0,1449650.7265911251,911045.739781566
20287,E72809603093401,30246,25.0,1457041.3510728292,887894.8906196505
20288,E72805203079286,16250,10.0,1446846.7844484523,913482.9714725316
20289,E72805203079282,26283,10.0,1449395.0194072127,913847.0810696706
20290,E72805203104879,26284,10.0,1449166.8672230095,914025.987729609
20291,E72805203095963,26276,10.0,1449936.7703836858,909516.2163755596
20292,E72805203095517,20892,15.0,1449629.5281201378,911640.78317184
20293,E72805103080110,16906,10.0,1424494.889691446,858565.7064185217
20294,E72805003081264,23714,99.0,1441671.9775948003,873540.8244870529
20295,E72805203097904,P03361,15.0,1440856.427679181,887878.0522202551
20296,E72804500059579,P04169,15.0,1456883.2035503425,900512.7783798426
20297,E72804500064006,P04210,15.0,1456567.7859172076,900664.2580744103
20298,E72805200041170,16076,10.0,1439272.322729241,886971.697710216
20299,E72805203078866,23597,15.0,1434299.5992626883,916354.2345766053
20300,E72805203079355,26655,10.0,1441207.2681481354,896318.8476743624
20302,E72805203079272,26279,99.0,1449644.1591823027,911324.2621838972
20303,E72805203079297,26288,10.0,1448298.232007973,915466.1280990168
20304,E72805203079264,19585,10.0,1449680.972822588,910153.8575460017
20305,E72805203079266,26278,10.0,1449894.8554533683,910651.7253778875
20306,E72805203097925,26285,10.0,1448679.2923483737,914275.3584686145
20307,E72805203079296,26289,50.0,1448074.7894793376,914934.7102474347
20308,E72805203105108,26282,10.0,1449590.5655112155,912587.4641076326
20309,E72805203079259,26275,10.0,1449713.2173940428,909203.7121514231
20310,E72804503093168,31809,25.0,1464459.600847613,905773.5063217878
20431,E72805203079284,22597,50.0,1447623.9397506565,913963.7241248935
20450,E72805203078627,23369,25.0,1433099.7718299069,903068.3966525719
20456,E72805200060234,14114,5.0,1433580.1265715994,909137.8773926347
20479,E72805203079812,18695,10.0,1430120.036019247,890549.6099869162
20480,E72805200060323,23333,15.0,1434458.3116425872,902236.5449520946
20486,E72805203079545,30220,10.0,1438692.0710716806,871925.8845987022
20531,E72805200060752,20910,10.0,1433342.474740997,884347.1643229574
20532,E72805200060416,23349,10.0,1431044.9360533021,878808.7700514644
20601,E72805100060570,P02961,50.0,1426154.5876257457,871920.9910506681
20620,E72804500060792,P02975,15.0,1463216.5913210586,902755.1430509388
20640,E72805203079753,19542,15.0,1430544.7598374635,883570.8569344878
20656,E72805103080247,23329,15.0,1424310.1988916285,870533.3071061
20659,E72805100060570,P02974,15.0,1425823.0470792651,871869.8984426707
20712,E72805203079393,31079,10.0,1442412.0362003967,894437.2047111839
20716,E72805200061166,31078,25.0,1432239.4814416766,901232.8560959771
20745,E72805100061165,P03768,15.0,1419432.5647767596,869403.3186435252
20747,E72805100060415,P01671,15.0,1421394.9949019998,875777.921548985
20748,E72805100060921,P02092,25.0,1421523.46732663,875881.2201616988
20749,E72805000054636,P02963,25.0,1442294.0563159697,862719.5190678686
20750,E72805203079342,31043,10.0,1440367.040239878,896164.9008081481
20754,E72805100060475,31042,10.0,1418990.5877027586,869254.4454520866
20786,E72805203079020,29440,100.0,1439179.2223032601,897334.216526486
20791,E72805100061440,31870,10.0,1424861.9716938026,871608.2489588037
20832,E72805200061583,15955,15.0,1432368.9869277515,902924.2619871944
20843,E72805203080289,P02990,250.0,1425806.7716544196,912213.6169963628
20934,E72805203079508,32320,15.0,1440156.5530297533,876689.2744194865
20935,E72804503093104,32318,10.0,1457233.302173227,892522.1924826801
20958,E72805203079454,31484,10.0,1439933.2975316793,884742.7207873613
20959,E72805203079453,26699,10.0,1439861.967965532,884964.7342267558
20960,E72805203079455,D00234,0.0,1439922.0141911022,883608.8574029505
20961,E72805203079458,29915,25.0,1439763.7769190446,883204.785399273
20962,E72805203079474,31481,10.0,1439174.1354484707,881702.8879139647
20963,E72805203079471,31482,10.0,1439695.2741504237,883040.6510158554
20964,E72805203079472,32382,10.0,1439552.1668979153,882719.383970432
20965,E72805203079473,31486,10.0,1439468.8334841765,882531.1891718134
20966,E72805203103504,31485,10.0,1439073.7452238016,881475.6062377989
20967,E72805200061408,29067,10.0,1439368.7683663294,882275.3734097555
20993,E72805200042850,29054,10.0,1440771.4925808795,893820.6691240668
20998,E72805203079428,P03365,15.0,1438920.1203263104,893420.8103290498
21022,E72805000062158,P3792,15.0,1441102.416805163,869323.226883702
21023,E72805203080372,26252,15.0,1456236.29118694,916773.8859752715
21035,E72805203098288,26702,25.0,1438814.1003561206,883071.1213074252
21055,E72805200061245,29908,167.0,1440394.1596717648,893267.5337602943
21063,E72805203078812,32396,15.0,1428037.4444047436,910492.7318245247
21089,E72805203079104,29019,10.0,1451528.3760124184,902235.39578107
21108,E72805103080130,26540,10.0,1422195.061448384,861105.5808599964
21158,None,SOUTH ALBURG SUB,0.0,1439537.36261281,884669.1882773116
21191,E72805000062566,29092,10.0,1448714.1478163041,874187.7042142451
21214,E72805200062691,MEM OWNED 23,1000.0,1439847.6739349551,898475.0163598955
21215,E102 62B V1,102/62b/v1,1000.0,1439812.945246134,898283.0539623499
21219,E72805103080091,26589,25.0,1425428.9479469806,860259.99747587
21222,E72805100062069,32384,10.0,1416830.844097443,855929.4942905009
21256,E72804500062601,29255,10.0,1462974.7777465768,902294.5871890932
21272,E72805000062413,30848,10.0,1447349.8037799262,875225.2644311562
21285,E72805000062745,P04806,15.0,1438759.947476197,856664.5501422957
21324,E72805003081092,29099,10.0,1448703.1217996553,869304.4089728892
21327,E72805203079755,29263,15.0,1430871.8838266134,884540.1798657626
21345,E72805203079530,29024,25.0,1438753.427138824,872883.0292042121
21389,E72805203078867,29559,0.0,1434629.2851940058,916012.3376833126
21391,E72805200040981,30851,10.0,1436767.9809569754,878695.1257614717
21396,E72805203079182,30886,10.0,1453567.8646131866,909642.5536391735
21429,E72805100063057,30845,10.0,1427111.6405988336,867860.0660643503
21438,E72805203078552,31247,25.0,1431054.3453225195,905181.4755043685
21458,E72805003081047,30884,25.0,1445696.664467778,862832.8451548517
21462,E72805203079153,20315,15.0,1453145.0700968355,908486.2779679671
21504,E72805203078517,30912,25.0,1433454.1709005423,903911.2141182423
21505,E102 127,,25.0,1433567.9859029949,904200.9232077748
21523,E72804503093213,31250,25.0,1459913.9597927742,901139.3157088384
21530,E72805203078911,32395,15.0,1434213.3292180374,906497.6384588927
21536,E72805103079995,20654,10.0,1417844.2233962417,862351.9983595908
21571,E7280520006236000,20397,10.0,1432616.8664431944,899945.5435474962
21576,E103F 7A V1,P04808,15.0,1455575.5059255399,899614.5333393589
21603,E72805000063423,32949,15.0,1450744.7323814258,875734.1783635169
21629,E72805103080056,32479,10.0,1418026.8756884262,854746.2259665057
21631,E72805103080017,32482,10.0,1417507.216912888,860254.4342579991
21684,E72805103080024,31290,15.0,1417353.3547752835,859842.1034113616
21686,E72805203078552,31247,25.0,1431054.3453225195,905181.4755043685
21698,E72805100063655,31801,10.0,1419624.0815645717,871737.1067417115
21727,E72805203079677,32322,50.0,1432187.1831769198,869416.3812849447
21755,E72805203078648,31812,25.0,1433414.4168636277,902938.257270962
21761,E101 85A V2,P02024,25.0,1442328.7787286006,863148.3387299255
21762,E72805000063747,P02328,25.0,1442469.3993532658,863132.3764871284
21771,E72805003081308,32476,10.0,1441960.0900207236,856607.3131409138
21772,E72805003081291,32416,15.0,1443011.5338051617,859793.4836235866
21773,E72805003081307,32478,10.0,1442164.810036689,857377.4240435883
21777,E72805200062070,P03811,15.0,1430062.7563397512,878618.5518080741
21788,E72805203079134,32510,15.0,1452267.1542745493,903420.9116099328
21796,E72805200063401,31302,25.0,1446569.1457341574,901668.2532087713
21817,E72805200061921,31800,10.0,1443311.5101195574,909594.6236050576
21819,E72804500063287,32558,10.0,1457063.2725613043,891241.1360438243
21820,E72805203078683,29028,25.0,1432919.2082548998,902290.4298385531
21824,E72805103079964,15579,10.0,1418497.1458424889,868259.0279913172
21835,E72805003081398,20779,10.0,1441153.7246865965,853029.6387319416
21854,E72805200063882,32596,10.0,1431547.804756131,868096.1513570696
21895,E72804503092991,11739,15.0,1457269.2120416574,902534.4281559736
21896,E72805203079313,32644,10.0,1448320.2338317223,904846.7585763857
21914,E72805203079772,29909,167.0,1434680.6194354482,886857.4609475657
21916,E72805000040156,3257,15.0,1440066.3628746755,851982.3635951951
21918,E72805103097903,25094,10.0,1421287.6242949776,873656.3152331561
21952,E72805003081159,17441,0.0,1450267.470547866,874030.3274083138
21955,E72805003080332,31834,0.0,1441281.0962668955,861973.709586218
21957,E728050003080332,,15.0,1441281.0962668955,861973.709586218
21963,E72805203079432,20860,15.0,1439796.3597773276,891835.0848659575
21966,E72805103080324,21058,15.0,1425041.2097367495,860497.5890550166
21974,E72805103080324,26593,15.0,1425041.2097367495,860497.5890550166
21980,E72805003081049,19266,50.0,1444885.9509868287,863658.8524639904
21985,E72805003081049,19268,50.0,1444885.9509868287,863658.8524639904
21986,E72805203080318,P03002,10.0,1431757.112041887,901745.348086223
21987,E72805003081049,19265,50.0,1444885.9509868287,863658.8524639904
21991,E72805203080318,P03001,10.0,1431757.112041887,901745.348086223
21992,E72805203079432,26681,15.0,1439796.3597773276,891835.0848659575
22150,E72805203079560,23755,10.0,1438823.5497929752,870515.9201673865
22152,E72804503093039,P05006,50.0,1454032.6845208593,894724.3330299705
22206,E100D 38B,32950,15.0,1427119.958438009,871155.3111405671
22222,E72804503093153,32968,10.0,1462496.844360318,905514.517943941
22231,E102B 4E V2,P04024,15.0,1441739.456088651,897137.6994953528
22246,E72804503093152,32970,10.0,1462418.2275059558,905344.6308016106
22266,E101E 6,32845,10.0,1440521.2149319164,857143.9226597175
22271,E72805203078803,33002,15.0,1422897.7139410302,906983.3857059926
22280,E100 35,33009,15.0,1432593.4185844772,878890.0894347206
22281,E100 35,33010,15.0,1432593.4185844772,878890.0894347206
22282,E72805200062292,31753,50.0,1436434.4502295516,907543.0646290556
22283,E72805200062292,31754,50.0,1436434.4502295516,907543.0646290556
22284,E100 35,33011,15.0,1432593.4185844772,878890.0894347206
22285,E72805200062292,31756,50.0,1436434.4502295516,907543.0646290556
22331,E72805003081114,33074,15.0,1450693.850025911,870295.5805887878
22362,E72805103080045,33116,15.0,1416594.2466673367,856574.2853005156
22380,E72805203079280,33076,15.0,1449598.7597093806,912247.6659734324
22383,E72805003081211,33121,10.0,1445839.249540992,875986.0997475386
22395,E72805203099210,29441,50.0,1434930.5324375741,886823.7000477687
22401,E72805200059988,29570,50.0,1438975.5999935307,881253.4082783163
22406,E72804503093304,33122,10.0,1452932.3623694703,888113.342319265
22407,E72805203079213,33109,15.0,1455312.4053857476,914096.5622696877
22439,E102 90C,32515,10.0,1432425.337102998,899558.6388157532
22455,E102 124C1,33069,15.0,1433935.5938503593,903781.6967074051
22506,E72805103080106,33193,15.0,1424393.1048965938,858993.280883804
22538,E72805103080147,33249,25.0,1428333.4999810904,872903.1833166108
22545,E72805203078746,26613,10.0,1433661.948050335,901316.1336515918
22596,E72805203079679,30282,0.0,1431964.5239172243,868904.8865818381
22608,E102 94,33071,15.0,1432592.9007985182,900381.8042645007
22619,E72805103080211,33157,15.0,1423191.4297524616,868026.7115527615
22639,E72805203079128,33229,15.0,1451879.5987015516,902782.8248297572
22649,E72805203079721,33234,15.0,1432529.67254287,876315.9563913196
22652,E72805203079444,33246,15.0,1439794.632568892,887153.9081583843
22741,E72805203079088,19580,15.0,1445890.5034471639,898933.4998226613
22743,E100 134K1,32711,100.0,1424662.584559407,860452.8630176485
22784,E102E 52,33293,25.0,1425740.096513331,915268.2221462727
22839,E72805100055115,P02366,15.0,1425126.4762180708,871420.4106479734
22846,E103H 59,33199,10.0,1456314.2766562402,886440.9727503881
22851,E72805003080984,33208,15.0,1440157.796971295,865727.0653193146
22870,E72805203079052,33384,15.0,1443510.8922329955,904184.896320194
22879,E100A 22,13354,10.0,1430875.0871957503,884299.1439116523
22885,E72805103079941,P05119,25.0,1420667.8175558373,870114.5249602199
22889,E103F 23,33340,10.0,1454145.3949132636,896659.087652579
22917,E72804503093331,33502,15.0,1456917.0824425705,886810.0330089182
22919,E101D 46C2,33335,10.0,1446246.8004386947,869761.9434752092
22920,E101D1 4,29622,10.0,1447451.2973594032,869260.370178707
22928,E72805203079522,33334,10.0,1439706.163346056,876051.9345063269
22949,E72805103080271,33365,15.0,1428251.8090471774,872471.963638179
22961,E103F 7A V2,P05137,15.0,1455393.6306261048,899058.5241066143
22969,E100B 11F,33189,10.0,1422147.61405354,877401.3261394426
22977,E100F 3,32556,0.0,1421206.5157918185,861640.1976873726
22978,E72805003081261,33457,15.0,1441375.3697134294,872071.2512808517
22981,E72805003081020,33337,10.0,1444547.699306693,862148.7099433541
22983,E72804503093077,33463,15.0,1453017.7989356332,893235.348812677
22986,E103J 13X,33497,15.0,1463835.1792234294,904326.9554483965
22997,E72805103079926,32926,25.0,1419455.6385743506,870872.2071170136
23017,E103H 63 1 V1E,P05276,100.0,1454904.633566033,886696.5895571187
23022,E103C 39,33441,15.0,1449619.345623888,911917.2570246309
23036,E72805100039416,35062,15.0,1417698.1939480603,863872.2631250247
23040,E72805203079704,33360,15.0,1432017.69582811,872991.4818269834
23055,E103 18 V1,P05361,15.0,1445599.173844479,902738.7402193621
23060,E101C1 36,33364,15.0,1445449.614665106,878306.419762209
23101,E103J 18,33479,15.0,1464435.399845682,905498.059881866
23102,E103J 17,33498,15.0,1464348.160129141,905330.0907442495
23136,E103H 49E1,29098,10.0,1457654.6927051023,887232.6342185065
23151,E72805203079039,33444,10.0,1436084.3980504982,894308.236467272
23155,E102 97,33491,25.0,1432658.1889008544,900769.6629776433
23166,E100B 11CX,35147,15.0,1421935.1755748726,876743.5892251953
23237,E72805003081082,20613,10.0,1447310.1281954274,868526.5877665579
23249,E103J 10X,35005,15.0,1463735.690260142,903286.5508606136
23259,E72805003081295,16781,10.0,1443501.041119758,859322.3442167342
23261,E72805003081297,35008,15.0,1442759.8076107502,858065.8703723699
23310,E72805103080209,29503,25.0,1426910.0291814804,868215.1279010102
23316,E72805203079111,P05270,50.0,1449401.837863773,899558.2270974666
23342,E101B 2X,35059,10.0,1438708.8209767565,870281.5319573805
23349,E72805103080062,32610,10.0,1421945.007859528,857183.1865259185
23371,E72805103079981,35016,15.0,1418052.4122643247,865907.4067170694
23465,E72805103079866,20839,25.0,1425647.6105266884,876015.5928357914
23470,E72805203079086,22595,50.0,1448820.8230210915,902400.3284962997
23488,E102C 45X V3,P05305,15.0,1434561.8129763491,892736.318629764
23497,E101C 2 V1,P04696,25.0,1440811.9031076282,870762.8475842923
23500,E101C 43 V1,P05308,15.0,1448093.4373053052,873058.1601061672
23531,E103J 45,35003,15.0,1465406.1411966756,909139.4897467345
23542,E72805100063821,32595,10.0,1418467.2535883375,868060.2797734216
23549,E100B 29X,16503,25.0,1419515.2184787467,871376.8664178327
23561,E103D 47,35299,15.0,1455779.4043877833,913889.4378440082
23594,E101A 48 V1,P05271,25.0,1431732.0537119284,864000.0570931435
23752,E72805203079152,35518,50.0,1452574.870390702,907032.8923199102
23753,E102 108,35284,15.0,1432872.6840881146,902044.076065734
23772,E103F 47,18284,15.0,1452519.7101817317,891689.125711143
23788,E100D 2B,35289,15.0,1422929.9785963036,867402.2754933387
23834,E72805200062112,15590,75.0,1439862.4656676725,885244.8909498602
23856,E102E 11,35298,15.0,1431462.950620722,909095.0486485511
23865,E72805103080329,30145,50.0,1423144.1624843702,854547.7174991965
23873,E101C1 21A,35719,15.0,1444637.1024271138,875944.2149429545
23877,E72804503093330,35541,25.0,1456706.4433485642,887235.5890503824
23885,E72805203079459,29295,50.0,1439133.7142521925,883430.2375650555
23886,ESA43 8,29560,0.0,1440017.3401552774,883703.0272922963
23887,E72805003080974,16438,15.0,1440505.5420216396,868036.2551325187
23900,E103D 52,35713,15.0,1455900.8211157396,914676.6934243292
23956,E101 59,35714,15.0,1440560.8873783164,869414.987970002
23967,E100C 15 V1,P05424,15.0,1419992.5581371076,869661.7503230125
23976,E72805203078978,35510,100.0,1433663.263540484,899659.0077013671
23991,E72804503093325,23525,10.0,1457147.6873631738,887475.2429867014
24009,E101D 39 1 V3,P04702,25.0,1444936.282920178,868593.5239972919
24019,E103F 19A,35680,25.0,1455051.6383346766,897650.5774714947
24028,E103H 63 1 V2C1,P01719,50.0,1455936.8640394732,887075.0816791579
24051,E72805200039785,15550,10.0,1435185.014508523,860343.5059954077
24059,E103H 63 1 V2D,P04708,25.0,1455580.3536573611,886716.7838371545
24063,E103H 63 1 V2C,P01634,50.0,1455842.2265737168,886686.5677314177
24065,E103H 63 1 V2D,P04708,25.0,1455580.3536573611,886716.7838371545
24125,E72809603093016,35718,15.0,1455201.0506511256,898453.4362963438
24148,E100 90 V1,P05406,15.0,1425101.373954758,871956.8544752672
24169,E72804503093018,35709,15.0,1455053.374329783,898045.0217944235
24182,E103D 45,35548,25.0,1455719.7956128977,913597.7404563949
24300,E101A 4A,32576,10.0,1437424.350288663,870980.5994883254
24318,E100D 38F1,26584,10.0,1426160.4602599554,871339.5017277598
24321,E100D 38F1 V1,P03846,25.0,1425912.9548056386,871131.8902694732
24386,E72805003081160,36142,15.0,1450333.8557288162,873563.5060225502
24388,E72805203079341,26319,15.0,1440468.0932305753,896009.7074899152
24585,ESA43 10 3A,30706,0.0,1438888.2780588567,883341.6271278709
24609,E102 63F,,25.0,1439111.0302062146,897376.5751836821
24627,E102E 51,35029,10.0,1425756.4547839314,915061.5998160765
24647,E72805203079760,35787,15.0,1431024.7317313552,884852.9150538146
24658,E72805203079633,10703,15.0,1434982.3085230365,858220.7266590148
24674,E72805203079464,14875,25.0,1439642.8089389205,883543.6609330401
24715,E101 75,20862,15.0,1440805.903066691,865020.1236760616
24719,E72805003080967,29487,50.0,1440554.684616331,869567.7731128037
24734,E72805203079072,26296,15.0,1444616.2962182164,912267.0914197713
